Query_ID,Query,AP@10,AP@20,NDCG@10,NDCG@20
126,swine flu vaccine,0.468531746031746,0.4565349749579625,0.7113062262147116,0.7231632293919014
127,rare cosmic event,0.3506349206349206,0.30907174095254586,0.5692079423715416,0.5692079423715416
128,godhra train attack,0.40246031746031746,0.26810729904770153,0.8772153153380493,0.8772153153380493
129,michael jackson untimely death,0.6592063492063491,0.7108053519837576,0.6355905286824216,0.6604829538520517
130,price hike petroleum product,0.19412698412698412,0.16394063238103485,0.5012658353418871,0.5012658353418871
131,abduction murder journalist,0.421031746031746,0.5234835868465899,0.5500461540181483,0.6199593491348889
132,barack obama victory,0.06456349206349207,0.06572031619051744,0.3562071871080222,0.3562071871080222
133,torture abu ghraib prison,0.3420238095238095,0.40180610797870864,0.6447841584694203,0.6692412585992865
134,ban slapped simi,0.01,0.038438570158771404,0.2890648263178879,0.2890648263178879
135,india agriculture friendly central budget,0.0,0.0,0,0
136,piracy world entertainment,0.23773809523809525,0.3261513767879868,0.49138123691945745,0.5446674330005272
137,death ltte head,0.35079365079365077,0.30093075912735356,0.5326955294711795,0.508307985867193
138,india woman reservation bill,0.0,0.013975533195734432,0,0.24465054211822604
139,vanquishing somali pirate,0.6518650793650793,0.551636239147849,0.66637117641648,0.6107167081991101
140,search life water space,0.03361111111111111,0.0642196589100614,0.31546487678572877,0.2890214282190888
141,birth cloned human baby,0.021111111111111112,0.04399412571432696,0.3010299956639812,0.3010299956639812
142,illegal felling tree,0.5582539682539682,0.4744792346456433,0.8406442981991474,0.8159478030848868
143,tata car nano,0.5399206349206349,0.5128353872219971,0.6600107511664642,0.666180240439764
144,bhopal gas tragedy,0.348968253968254,0.34167697777798395,0.6278701775681459,0.6278701775681459
145,assassination benazir bhutto,0.08567460317460318,0.1305947370053407,0.40298313359773236,0.42854308362408255
146,ram janmabhoomi verdict,0,0,0,0
147,cyber crime india,0.0,0.056611338867530815,0,0.3838674631698211
148,popularity social networking site,0.6579761904761905,0.6658580383754532,0.8437718884173998,0.8282101212588583
149,commonwealth game delhi,0.1392857142857143,0.23398748890428456,0.47084972088011423,0.549564246681907
150,bill gate philanthropic endeavour,0.17650793650793647,0.17601140367200735,0.5,0.5027959742923621
151,indian win nobel prize chemistry,0.3694047619047619,0.2901496703760636,0.6191942109433038,0.6131335214009342
152,successful missile test india,0.3874603174603174,0.36230139206338885,0.8251060875744437,0.7375806690993263
153,structure solar system,0.26746031746031745,0.2666816748782693,0.5988943393645153,0.6017584588642811
154,raja 2g spectrum scam,0.0,0.0,0,0
155,attack taj mumbai,0.15357142857142858,0.24734246725926293,0.4792350074047672,0.5124725076282497
156,shashi tharoor ipl controversy,0.2928968253968254,0.1798869828571841,1.0,1.0
157,successful indian film,0.2928968253968254,0.19386251605291854,1.0,0.7631539858737962
158,america attack afghanistan,0.10567460317460317,0.15144527020107518,0.42177340954886444,0.3717044453327018
159,sheikh hasina 2008 election,0.3706349206349206,0.31907174095254587,0.5604779176577277,0.5604779176577277
160,iraq war 2003,0.0,0.0,0,0
161,george bush anti terrorism operation,0.20746031746031748,0.2234931477191539,0.5249810332008933,0.42200896717168723
162,catastrophic tornado,0.7923809523809523,0.6543981482913372,0.8650796191845501,0.8236639362397092
163,tiger conservation india,0.4870238095238094,0.4114227129939203,0.924133208028394,0.866231225836805
164,michael jackson child abuse,0.5042063492063492,0.5190229679161569,0.6840161894393555,0.7076190869962847
165,marriage divorce law,0.1428968253968254,0.10488698285718408,0.5,0.5
166,kanishka air disaster,0.0,0.028893115613316856,0,0.27023815442731974
167,chechen rebel government,0.8675396825396826,0.8140068522808461,0.7745826711477102,0.7793901352789042
168,suu kyi house arrest,0.679920634920635,0.5698215698989693,0.9558295932317544,0.8673824955011581
169,naxalite attack,0,0,0,0
170,development indian hockey,0.1928968253968254,0.1298869828571841,0.6309297535714575,0.6309297535714575
171,prime witness best bakery case,0,0,0,0
172,female foeticide india,0.16428571428571428,0.1933091008149058,0.49141527484330927,0.502412838085506
173,2008 olympics,0.0,0.0,0,0
174,international economic slump,0.0,0.005131578947368421,0,0.23137821315975915
175,sachin tendulkar record run test cricket,0.40535714285714286,0.3475295973806035,0.5703818093422982,0.5354990610360167
,,0.3523224728487885,0.305673423169415,0.6208664380366992,0.578237592414072
