Query_ID,Query,AP@10,AP@20,NDCG@10,NDCG@20
126,swine flu vaccine,0.8571031746031746,0.8951130171428158,0.9424003051104972,0.9370320646988556
127,rare cosmic event,1.0,0.9736085311317509,1.0,0.9979808961466625
128,godhra train attack,0.6498015873015873,0.4920936444446508,0.9809998956758247,0.9670532695829178
129,michael jackson untimely death,0.9154365079365079,0.9242796838094824,0.977015370299312,0.9766340894582904
130,price hike petroleum product,0.48579365079365083,0.3793562429572491,1.0,0.8469635730505513
131,abduction murder journalist,0.9154365079365079,0.9023947938886019,0.977015370299312,0.9657835267770597
132,barack obama victory,0.5703571428571428,0.4380399642067599,0.9469024295259745,0.8433739707556537
133,torture abu ghraib prison,1.0,0.9751739336085311,1.0,0.9819697529373412
134,ban slapped simi,0.7132539682539683,0.5112615598625662,0.9086493060890978,0.8403737149473626
135,india agriculture friendly central budget,0.0,0.0,0,0
136,piracy world entertainment,1.0,0.9948684210526315,1.0,0.9899034036690578
137,death ltte head,0.9521031746031745,0.8364477702809744,0.9956391777078024,0.9518201374184144
138,india woman reservation bill,0.5914682539682541,0.46212421329100906,0.9467745047276291,0.9080441119240575
139,vanquishing somali pirate,1.0,1.0,0.9958981304800394,0.9719599604329087
140,search life water space,1.0,1.0,0.9897119920294625,0.9868762507322445
141,birth cloned human baby,0.7947619047619048,0.6574628175402168,0.958214983820857,0.9244012287864376
142,illegal felling tree,0.8257142857142856,0.6274640970055056,0.9705437052559006,0.9488658509075883
143,tata car nano,1.0,1.0,0.9897476962117098,0.9917262577290513
144,bhopal gas tragedy,0.99,0.7959471314289425,1.0,1.0
145,assassination benazir bhutto,0.8072619047619047,0.6571482220050331,0.9795092360055594,0.8552093953010808
146,ram janmabhoomi verdict,0,0,0,0
147,cyber crime india,0.9184920634920635,0.823942107084522,0.9940404967396665,0.9865155372372345
148,popularity social networking site,1.0,0.9826911334709321,1.0,0.9967222855559115
149,commonwealth game delhi,0.0690079365079365,0.12954050829631325,0.3889580943680543,0.4388558032727494
150,bill gate philanthropic endeavour,1.0,0.9376683142279119,0.9431614674348286,0.9140174928743263
151,indian win nobel prize chemistry,1.0,1.0,1.0,1.0
152,successful missile test india,1.0,1.0,1.0,0.9893307737884257
153,structure solar system,1.0,0.9543932559528535,1.0,0.9930593670194814
154,raja 2g spectrum scam,0.2928968253968254,0.1798869828571841,1.0,1.0
155,attack taj mumbai,0.9521031746031745,0.9426130171428155,0.9895948844467957,0.9823663784880727
156,shashi tharoor ipl controversy,0.968888888888889,0.7519530057146155,1.0,1.0
157,successful indian film,0.5664682539682541,0.4673851715879579,0.8745753522675181,0.8365925282673975
158,america attack afghanistan,0.4714682539682539,0.44520685862984627,0.7816799683203977,0.7402178556539988
159,sheikh hasina 2008 election,0.48579365079365083,0.43602585688305506,1.0,0.8471946330652944
160,iraq war 2003,0.08456349206349206,0.07572031619051742,0.38685280723454163,0.38685280723454163
161,george bush anti terrorism operation,0.9084920634920634,0.7996114560104496,0.9715441584856087,0.9247321093682433
162,catastrophic tornado,1.0,1.0,0.9981666155888351,0.9895793364693095
163,tiger conservation india,0.9788888888888889,0.9560058742856729,0.9971876401972102,0.9936501300639573
164,michael jackson child abuse,0.7071031746031746,0.8201130171428159,0.8328978515038052,0.8866321282718521
165,marriage divorce law,0.5003571428571428,0.35299428190488563,0.9334961902400011,0.8952717873481693
166,kanishka air disaster,0.0,0.0,0,0
167,chechen rebel government,1.0,1.0,0.997681234552023,0.9980685501473212
168,suu kyi house arrest,1.0,1.0,1.0,0.9518091187825798
169,naxalite attack,0,0,0,0
170,development indian hockey,0.18650793650793648,0.2732102310314384,0.5183322919267586,0.4531313874482511
171,prime witness best bakery case,0,0,0,0
172,female foeticide india,1.0,0.834385701587714,1.0,1.0
173,2008 olympics,0.5982539682539683,0.46631983492084117,0.9058653015743078,0.8816175211721742
174,international economic slump,0.44579365079365074,0.3232125358731396,0.9172426190597878,0.9172426190597878
175,sachin tendulkar record run test cricket,0.99,0.9120089145031096,0.9452816362386752,0.9261146614624363
,,0.7820793650793649,0.7197260537545623,0.9319017936315065,0.9070121392734898
