Query_ID,Query,AP@10,AP@20,NDCG@10,NDCG@20
126,swine flu vaccine,0.6425396825396825,0.7464833442271523,0.641354608601734,0.6666046997357565
127,rare cosmic event,0.7878174603174602,0.6443135618251717,0.7207533200534387,0.7138998873963273
128,godhra train attack,0.7382539682539683,0.5028812647620697,0.9413045508496032,0.9413045508496032
129,michael jackson untimely death,0.7071031746031746,0.8201130171428159,0.6754790525992688,0.7462525605019563
130,price hike petroleum product,0.6899206349206349,0.5410462838674914,0.8082078393012729,0.7325179329995098
131,abduction murder journalist,0.6592063492063491,0.7518755010898975,0.6526977064542792,0.7080879244514141
132,barack obama victory,0.19412698412698412,0.19737920253980626,0.4382444959756785,0.4502426665211032
133,torture abu ghraib prison,0.99,0.9615614298412284,0.8339614715661956,0.8625502213392644
134,ban slapped simi,0.38369047619047614,0.32559951873032367,0.5965395767803302,0.6013684314564972
135,india agriculture friendly central budget,0.0,0.0,0,0
136,piracy world entertainment,0.9309920634920635,0.8986188914284889,0.8964798637950568,0.8779979962871762
137,death ltte head,0.5673015873015873,0.4756697108361195,0.7091973521355269,0.7092012327735008
138,india woman reservation bill,0.01,0.06733168577208826,0.2890648263178879,0.3028919214198736
139,vanquishing somali pirate,0.7925396825396825,0.8293927009522987,0.7164705176416662,0.7066143076981082
140,search life water space,0.99,0.9536520731160824,0.8756621400759607,0.8935474936046217
141,birth cloned human baby,0.5294047619047619,0.3984566615874665,0.8726787744521319,0.8726787744521319
142,illegal felling tree,0.8804365079365079,0.759779330576544,0.9672068480996276,0.9422433372325753
143,tata car nano,1.0,1.0,0.828773945137398,0.8397662505059662
144,bhopal gas tragedy,0.7780952380952381,0.66598625896807,0.9572879264474773,0.8999277119177391
145,assassination benazir bhutto,0.6768650793650793,0.5677076677192775,0.9192613539759861,0.6256424317493796
146,ram janmabhoomi verdict,0,0,0,0
147,cyber crime india,0.510079365079365,0.5631203827991752,0.7388303128499297,0.7426585513062127
148,popularity social networking site,1.0,1.0,0.959847482135493,0.943590022167711
149,commonwealth game delhi,0.12928571428571428,0.32152402894662957,0.49256861998650303,0.615996995453262
150,bill gate philanthropic endeavour,0.47059523809523807,0.5515986662116694,0.6236207313699254,0.6299064637015294
151,indian win nobel prize chemistry,1.0,0.971106884386683,0.8291785028105267,0.8634267681517354
152,successful missile test india,0.9352777777777778,0.8673231784125749,0.9619535147258244,0.9043908739590518
153,structure solar system,0.9352777777777778,0.846063288491694,0.7980406249209347,0.8268141428184854
154,raja 2g spectrum scam,0.2928968253968254,0.1798869828571841,1.0,1.0
155,attack taj mumbai,0.5428174603174603,0.6042158793648731,0.6597908673758199,0.715976291453492
156,shashi tharoor ipl controversy,0.968888888888889,0.7519530057146155,0.9466280863797042,0.9466280863797042
157,successful indian film,0.2928968253968254,0.21474281115341487,1.0,0.4817098740166393
158,america attack afghanistan,0.021111111111111112,0.046494125714326956,0.3010299956639812,0.32417107064431866
159,sheikh hasina 2008 election,0.386031746031746,0.4040566506936476,0.6090831112071721,0.6270851154377669
160,iraq war 2003,0.07456349206349207,0.10665888634928881,0.39564672360221187,0.40965323266044024
161,george bush anti terrorism operation,0.2306349206349206,0.3008146587674451,0.45127192714401904,0.49483807002923585
162,catastrophic tornado,1.0,1.0,0.888319100223094,0.8821511126886126
163,tiger conservation india,0.8973809523809523,0.8063394502384437,0.7906080591874033,0.748742965590904
164,michael jackson child abuse,0.6425396825396825,0.7543927009522986,0.7851452313609657,0.832440490618959
165,marriage divorce law,0.3357936507936508,0.26821253587313965,0.58688267143572,0.5833729554803239
166,kanishka air disaster,0.0,0.020880295100496337,0,0.2559580248098155
167,chechen rebel government,1.0,1.0,0.806664099722656,0.813756912757962
168,suu kyi house arrest,0.9788888888888889,0.9312794253390229,0.779193120535059,0.7787608088284033
169,naxalite attack,0,0,0,0
170,development indian hockey,0.2507936507936508,0.22571253587313964,0.5881601264058984,0.5881601264058984
171,prime witness best bakery case,0,0,0,0
172,female foeticide india,0.7313095238095237,0.6742246126766249,0.9322447939063513,0.9142830562729009
173,2008 olympics,0.0,0.0334385701587714,0,0.2789429456511298
174,international economic slump,0.0,0.05645727724288095,0,0.3075181985209221
175,sachin tendulkar record run test cricket,0.8818253968253968,0.8128878783754944,0.840739493850951,0.823699639147171
,,0.6535043461829178,0.5743746264494768,0.7466528690014108,0.7049559375618498
